hunt_name,hunt_type,wma_location,start_date,end_date,permits_available,duration_days,decision_score,quality_score,rut_label,moon_label,competition_label,apps_per_permit_2025,applications_2025
Phil Bryant (Backwoods Unit) - Archery Hunt 4,Deer Group,Phil Bryant (Backwoods Unit),2026-10-21,2026-10-25,16,5,1.32,1.67,Pre-Rut (Building Activity),Fair (Neutral),Extreme,64.75,259
Muscadine Farms - (Washington Tract) Youth Hunt 12,Deer Youth,Muscadine Farms,2027-01-22,2027-01-24,1,3,1.31,1.01,Late Season (Food Focus),Fair (Neutral),High,16.0,16
Muscadine Farms - (Washington Tract) Youth Hunt 3,Deer Youth,Muscadine Farms,2026-11-20,2026-11-22,1,3,1.3,1.42,Pre-Rut (Building Activity),Fair (Neutral),Very High,22.0,22
Black Prairie - Gun (Bucks Only) Hunt 1,Deer Gun,Black Prairie,2027-01-15,2027-01-17,15,3,1.29,1.62,Post-Rut (Recovery Period),Good (Quarter Moon),Extreme,41.07,616
Riverfront - Archery Hunt 2,Deer Archery,Riverfront,2026-11-13,2026-11-15,4,3,1.24,1.55,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,78.5,314
Phil Bryant (Buck Bayou Unit) - PW Hunt 4,Deer Primitive Weapon,Phil Bryant (Buck Bayou Unit),2026-11-15,2026-11-16,12,2,1.24,1.56,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,40.58,487
Phil Bryant (Buck Bayou Unit) - PW Hunt 5,Deer Primitive Weapon,Phil Bryant (Buck Bayou Unit),2026-11-19,2026-11-20,12,2,1.21,1.52,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,44.92,539
Riverfront - Archery Hunt 3,Deer Archery,Riverfront,2026-11-20,2026-11-22,4,3,1.17,1.45,Pre-Rut (Building Activity),Fair (Neutral),Extreme,82.0,328
Riverfront - Archery Hunt 4,Deer Archery,Riverfront,2026-11-27,2026-11-29,4,3,1.17,1.45,Pre-Rut (Building Activity),Fair (Neutral),Extreme,96.0,384
Phil Bryant (Buck Bayou Unit) - PW Hunt 6,Deer Primitive Weapon,Phil Bryant (Buck Bayou Unit),2026-11-22,2026-11-23,12,2,1.13,1.4,Pre-Rut (Building Activity),Fair (Neutral),Extreme,47.75,573
Phil Bryant (Buck Bayou Unit) - PW Hunt 7,Deer Primitive Weapon,Phil Bryant (Buck Bayou Unit),2026-11-26,2026-11-27,12,2,1.13,1.4,Pre-Rut (Building Activity),Fair (Neutral),Extreme,45.25,543
Howard Miller - Youth Hunt 1,Deer Youth,Howard Miller,2026-12-14,2026-12-14,1,1,1.11,1.37,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,49.0,49
Pascagoula River (LBTC Unit) - Gun Hunt 4,Deer Gun,Pascagoula River (LBTC Unit),2027-01-21,2027-01-24,6,4,1.1,1.14,Late Season (Food Focus),Fair (Neutral),Very High,35.17,211
